point,SiteReference,Hectares,Dwellings,Council,PermissionDate,PlanningStatus,Address,longitude,latitude
POINT(0.051739 52.275902),18SC0029,0.43,6.0,,2017-04-11,permissioned,"53, Woodside, Longstanton, CAMBRIDGE, CB24 3BU",0.051739,52.275902
POINT(0.31226 52.080514),18SC0028,3.64,1.0,,2017-04-06,permissioned,"Bartlow Park, Camps Road, Bartlow, CAMBRIDGE, CB21 4PP",0.31226,52.080514
POINT(0.106214 52.16543),16/1769/REM,1.71,65.0,,2017-03-28,permissioned,11 Hauxton Road,0.106214,52.16543
POINT(-0.128221 52.062041),17SC0028,0.09,2.0,,2017-03-28,permissioned,"Land to rear of 4, Mill Courtyard, Steeple Morden, Royston, Cambridgeshire, SG8 0NH",-0.128221,52.062041
POINT(-0.04199 52.300144),17SC0025,0.33,1.0,,2017-03-17,permissioned,"56 , Park Lane, FEN DRAYTON, CB24 4SW",-0.04199,52.300144
POINT(0.256874 52.222919),Site/02/08,0.11,9.0,,2017-03-09,permissioned,"Police Station, 12, Bell Road, Bottisham, CAMBRIDGE, CB25 9DF",0.256874,52.222919
POINT(0.200671 52.18615),17SC0008a,13.38,203.0,,2017-02-28,pending-decision,"Ida Darwin Hospital, Fulbourn Old Drift, FULBOURN, CB21 5EE",0.200671,52.18615
POINT(0.216011 52.344056),BLR2509,0.9262,4.0,,2017-02-27,permissioned,"Meadow Farm, Fieldside, Stretham, ELY, CB6 3LT",0.216011,52.344056
POINT(0.315799 52.462542),BLR1803,0.305409,3.0,,2017-02-20,permissioned,"Site To North And North West Of 50, Station Road, Littleport, ELY, CB6 1QF",0.315799,52.462542
POINT(0.084115 52.044548),17SC0023,0.4,1.0,,2017-02-17,permissioned,"Woodstock, 63 , Fowlmere Road, Heydon, Cambridgeshire, SG8 8PZ ",0.084115,52.044548
POINT(0.19736 52.212163),17SC0026,0.47,0.0,,2017-02-16,permissioned,"Quy Water, Newmarket Road, Fen Ditton, Cambridge, Cambridgeshire, CB1 9AT ",0.19736,52.212163
POINT(0.063695 52.27962),S/2011/14/OL,63.3,2450.0,,2017-01-09,permissioned,"Northstowe Phase 2 - Bar Farm, Bar Road, Longstanton, CAMBRIDGE, CB24 3DX",0.063695,52.27962
POINT(0.063898 52.281724),17SC0009a,63.3,3500.0,,2017-01-08,permissioned,"Land to the East of B1050 and Longstanton, West of the Cambridgeshire Guided Busway (CGB) and North of Oakington",0.063898,52.281724
POINT(0.258746 52.396572),BLR1001,0.18571,0.0,,2016-12-28,permissioned,Land At Barton Road Car Park Barton Road Ely Cambridgeshire,0.258746,52.396572
POINT(0.258746 52.396572),Site/10/31,0.19,11.0,,2016-12-28,permissioned,Land At Barton Road Car Park Barton Road Ely Cambridgeshire,0.258746,52.396572
POINT(-0.015692 52.072142),17SC0029,1.26,0.0,,2016-12-27,permissioned,"Westfield Orchard,Ashwell Street, Melbourn, Cambridgeshire, SG8 0RS",-0.015692,52.072142
POINT(-0.126409 52.084078),17SC0012,0.34,0.0,,2016-12-09,permissioned,"60, New Road, Guilden Morden, Royston, Cambridgeshire, SG8 0JN",-0.126409,52.084078
POINT(-0.196794 52.156651),17SC0031,2.92,90.0,,2016-12-07,permissioned,"Land at Green End Industrial Estate, Green End, Gamlingay, Gamlingay, Cambridgeshire, SG19 3LX ",-0.196794,52.156651
POINT(-0.196746 52.156554),S/2068/15/OL,2.92,85.0,,2016-12-07,permissioned,"Pinewood Structures Ltd, Green End Industrial Estate, Green End, GAMLINGAY, SG19 3LX",-0.196746,52.156554
POINT(0.175242 52.213355),17SC0030,64.51,481.0,,2016-11-30,permissioned,"Cambridge East, Land North of Newmarket Road, Newmarket Road, Cambridge",0.175242,52.213355
POINT(0.287163 52.097775),17SC0011,0.29,6.0,,2016-11-30,permissioned,"1, Horseheath Road, Linton, Cambridge, Cambridgeshire, CB21 4LU",0.287163,52.097775
POINT(0.180912 52.214379),S/2682/13/OL,16.22,481.0,,2016-11-30,permissioned,"Wing Development, North of Newmarket Road, Cambridge",0.180912,52.214379
POINT(0.193199 52.352104),BLR3209,0.16,1.0,,2016-11-15,permissioned,87 Stretham Road Wilburton Ely CB6 3RY,0.193199,52.352104
POINT(0.186521 52.387455),BLR3420,0.2735,1.0,,2016-11-10,permissioned,"23, Sutton Road, Witchford, ELY, CB6 2HX",0.186521,52.387455
POINT(0.385033 52.043309),17SC0024,0.26,0.0,,2016-11-02,permissioned,"Meadowside Lodge, Olmstead Green, Castle Camps, Cambridge, Cambridgeshire, CB21 4TW",0.385033,52.043309
POINT(0.044141 52.129764),17SC0006,31.63,220.0,,2016-10-27,permissioned,"Former CEMEX Cement Works, Barrington Cement Plant, Haslingfield Road, Barrington, Cambridge, Cambridgeshire, CB22 7RQ",0.044141,52.129764
POINT(0.070734 52.095751),17SC0017,0.48,3.0,,2016-10-24,permissioned,"The Willows & Highbank, Long Lane, Fowlmere, Royston, Herts, SG8 7TG",0.070734,52.095751
POINT(0.041528 52.310158),17SC0019,0.67,0.0,,2016-10-04,permissioned,"Cold Harbour Farm, Willingham Road, OVER, CB24 5EY",0.041528,52.310158
POINT(0.21817 52.186785),17SC0015,0.54,6.0,,2016-09-29,permissioned,"Land to the east of, Cox's Drove, Fulbourn, CB21 5HE ",0.21817,52.186785
POINT(0.110866 52.225857),15/0519/OUT,0.71,26.0,,2016-09-27,permissioned,295 to 301 Histon Road,0.110866,52.225857
POINT(0.159502 52.242544),17SC0018,0.62,2.0,,2016-09-27,permissioned,"2, Cambridge Road, Milton, Cambridge, Cambridgeshire, CB24 6AW",0.159502,52.242544
POINT(0.206727 52.188798),17SC0014,0.47,0.0,,2016-09-21,permissioned,"L Abri, Teversham Road, Fulbourn, Cambridge, Cambridgeshire, CB21 5EB",0.206727,52.188798
POINT(0.462467 52.211755),Site/06/05,0.51,7.0,,2016-09-14,permissioned,"1, Oak Lane, Cheveley, NEWMARKET, CB8 9RA",0.462467,52.211755
POINT(0.300941 52.314452),BLR3101,0.476351,0.0,,2016-09-12,permissioned,"36, Chapel Lane, Wicken, ELY, CB7 5XZ",0.300941,52.314452
POINT(0.300941 52.314452),Site/31/11,0.48,7.0,,2016-09-12,permissioned,"36, Chapel Lane, Wicken, ELY, CB7 5XZ",0.300941,52.314452
POINT(0.14998 52.358785),BLR1218,0.5559,1.0,,2016-09-06,permissioned,"14a, Station Road, Haddenham, ELY, CB6 3XD",0.14998,52.358785
POINT(0.026335 52.254689),18SC0018,2.92,40.0,,2016-08-03,permissioned,"Hallmark Hotel, Land South side of Huntingdon Road, Bar Hill, CAMBRIDGE, CB23 8EU",0.026335,52.254689
POINT(0.026394 52.254765),S/0851/16/FL,2.92,40.0,,2016-08-03,permissioned,"Hallmark Hotel, Land South side of Huntingdon Road, Bar Hill, CAMBRIDGE, CB23 8EU",0.026394,52.254765
POINT(0.088665 52.226015),17SC0005,0.34,2.0,,2016-07-12,permissioned,"17-19, Bandon Road,Girton, Cambridgeshire, CB3 OLU",0.088665,52.226015
POINT(0.337924 52.336295),Site/23/37,0.27,10.0,,2016-07-07,permissioned,"Soham Health Centre, Pratt St, Soham, Ely CB7 5BH",0.337924,52.336295
POINT(-0.101183 52.203408),17SC0016,0.5,2.0,,2016-06-14,permissioned,"The Plant Depot, Church Farm, Gransden Road, Caxton, Cambridge, CB23 3PL",-0.101183,52.203408
POINT(0.309937 52.132742),18SC0015,0.5,14.0,,2016-06-13,permissioned,"Rectory Farm House, Cambridge Road, Hauxton, CAMBRIDGE, CB22 5HT",0.309937,52.132742
POINT(0.266819 52.398321),Site/10/33,0.1,7.0,,2016-06-10,permissioned,"Pound Store, 10, Forehill, ELY, Cambridgeshire CB7 4AF",0.266819,52.398321
POINT(0.234045 52.122875),17SC0010,0.48,2.0,,2016-06-01,permissioned,"27, Cambridge Road, Little Abington, Cambridgeshire, CB21 6BL",0.234045,52.122875
POINT(0.083177 52.143765),17SC0007,0.32,1.0,,2016-05-04,permissioned,"Sheepshead Lane, Harston, Cambridgeshire",0.083177,52.143765
POINT(0.309213 52.456112),BLR1826,0.0389,4.0,,2016-04-26,permissioned,"20, Victoria Street, Littleport, Cambridgeshire, CB6 1LX",0.309213,52.456112
POINT(0.25157 52.359882),BLR1701,0.26,4.0,,2016-04-15,permissioned,Land Adacent 12 Holt Fen Little Thetford Cambridgeshire CB6 3BH,0.25157,52.359882
POINT(0.13387 52.294768),17SC0021,0.37,1.0,,2016-02-29,permissioned,"40, Church Lane, Cottenham, Cambridge, Cambridgeshire, CB24 8SN",0.13387,52.294768
POINT(0.007777 52.209431),S/2935/15/FL,0.41,1.0,,2016-02-19,permissioned,"44, Main Street, Hardwick, CAMBRIDGE, CB23 7QS",0.007777,52.209431
POINT(0.322773 52.266407),BLR0501,3.052829,0.0,,2016-02-19,permissioned,Former D S Smith Site Reach Road Burwell Burwell CB25 0AH,0.322773,52.266407
POINT(0.007776 52.209364),17SC0022,0.41,1.0,,2016-02-19,permissioned,"44, Main Street, Hardwick, Cambridge, Cambridgeshire, CB23 7QS",0.007776,52.209364
POINT(0.050903 52.183769),17SC0013,0.27,2.0,,2016-02-15,permissioned,"15, Comberton Road, Barton, Cambridge, Cambridgeshire, CB23 7BA",0.050903,52.183769
POINT(0.339699 52.332448),Site/23/35,0.18,10.0,,2015-12-23,permissioned,"90 Paddock Street, Soham, Ely Cambridgeshire CB7 5JA",0.339699,52.332448
POINT(0.322773 52.266407),Site/05/06,3.06,70.0,,2015-11-10,permissioned,Former D S Smith Site Reach Road Burwell Burwell CB25 0AH,0.322773,52.266407
POINT(-0.04421 52.081691),17SC0002,0.94,20.0,,2015-11-05,permissioned,"Land to the rear of, 131 The Causeway, Bassingbourn Cum Kneesworth, Royston, Cambridgeshire, SG8 5JB",-0.04421,52.081691
POINT(0.304866 52.455775),Site/18/26,0.16,9.0,,2015-09-29,permissioned,"The Bingo Hall, Hempfield Road, Littleport, ELY, CB6 1NW",0.304866,52.455775
POINT(0.304866 52.455775),BLR1802,0.1594,0.0,,2015-09-29,permissioned,"The Bingo Hall, Hempfield Road, Littleport, ELY, CB6 1NW",0.304866,52.455775
POINT(0.119568 52.29623),17SC0027,0.82,0.0,,2015-09-22,permissioned,"Cottenham Farm, Broad Lane, Cottenham, Cambs., CB24 8SW",0.119568,52.29623
POINT(0.273702 52.399474),Site/10/32,0.71,58.0,,2015-08-28,permissioned,"Lisle Lane, Ely, Cambridgeshire, CB7 4FA",0.273702,52.399474
POINT(0.132627 52.191954),15/1164/B1C3,0.04,6.0,,2015-08-12,permissioned,"5, Brooklands Avenue, CAMBRIDGE, CB2 8BB",0.132627,52.191954
POINT(-0.016122 52.216656),17SC0020,0.59,1.0,,2015-06-26,permissioned,"Westwind, Highfields Road, Highfields Caldecote, Caldecote, Cambridge, Cambridgeshire, CB23 7NX",-0.016122,52.216656
POINT(0.376576 52.075476),17SC0003,0.82,1.0,,2015-03-23,permissioned,"The Oaks, Blacksmiths Lane, Shudy Camps, Cambridge, Cambridgeshire, CB21 4RQ",0.376576,52.075476
POINT(0.149054 52.396933),Site/33/01,0.41,10.0,,2015-03-10,permissioned,"Kings of Witcham, The Slade, Ely, CB6 2LA",0.149054,52.396933
POINT(0.057957 52.0691),S/1692/14/FL,5.37,0.0,,2015-01-27,permissioned,"Ruboic The Flint, Newmarket Road, Heydon, ROYSTON, SG8 7PN",0.057957,52.0691
POINT(0.093579 52.15117),17SC0004a,7.24,201.0,,2014-11-13,permissioned,"Former Bayer Cropscience Site,Cambridge Road, Hauxton, Cambridge, Cambridgeshire, CB22 5HT",0.093579,52.15117
POINT(-0.119034 52.247982),S/0623/13/FL | S/0307/17/RM,2.12,61.0,,2014-10-31,permissioned,"Land between Church Lane & Ermine Street South, Papworth Everard, CAMBRIDGE, CB23 3RG",-0.119034,52.247982
POINT(0.125395 52.216573),14/0052/FUL,0.42,5.0,,2014-06-04,permissioned,Former Milton Road Primary School Milton Road,0.125395,52.216573
POINT(0.139605 52.198034),11/1294/FUL,1.15,43.0,,2014-04-08,permissioned,Travis Perkins Trading Co Ltd Devonshire Road,0.139605,52.198034
POINT(-0.012695 52.218086),S/0255/13/FL,1.04,4.0,,2013-11-27,permissioned,"17 Highfield Court, Highfields Road, Highfields Caldecote, CAMBRIDGE, CB23 7NW",-0.012695,52.218086
POINT(0.155241 52.114315),17SC0001,0.65,16.0,,2013-05-06,permissioned,"Granta Processors, Mill Lane, Whittlesford, Cambridge, Cambridgeshire, CB22 4XL",0.155241,52.114315
POINT(0.332801 52.343178),Site/23/33,0.53,17.0,,2013-01-18,permissioned,"Land To Rear Of 7 & 7A Townsend, Soham, Cambridgeshire, CB7 5DB",0.332801,52.343178
POINT(0.332801 52.343178),BLR2301,0.53,0.0,,2013-01-18,not-permissioned,Land To Rear Of 7 & 7A Townsend Soham Cambridgeshire CB7 5DB,0.332801,52.343178
POINT(0.108853 52.170657),11/0073/REM,8.89,163.0,,2011-07-29,permissioned,"MONSANTO, MARIS LANE, CAMBRIDGE, CAMBRIDGESHIRE, CB2 2LQ",0.108853,52.170657
POINT(0.0934 52.15169),17SC0004,8.76,285.0,,2010-02-12,permissioned,"Bayer CropScience,Hauxton, Cambridgeshire",0.0934,52.15169
POINT(0.18802 52.18499),17SC0008,26.91,230.0,,2010-01-28,permissioned,"Fulbourn & Ida Darwin Hospitals,Fulbourn Old Drift, Cambridgeshire",0.18802,52.18499
POINT(0.13397 52.215094),06/1305/FUL | 03/0406/FUL | 03/0241/FUL | 06/0544/FUL,0.59,0.0,,2009-03-03,permissioned,"Land off, De Freville Avenue/, SANDY LANE, CAMBRIDGE",0.13397,52.215094
POINT(0.146104 52.187421),05/1329/FUL,0.19,16.0,,2007-11-29,permissioned,"Sorrento Hotel 190 - 196, Cherry Hinton Road, Cambridge, CB1",0.146104,52.187421
POINT(0.146104 52.187421),05/1329/FUL | 12/1506/FUL,0.19,16.0,,2007-11-29,permissioned,"Sorrento Hotel 190 - 196, Cherry Hinton Road, Cambridge, CB1",0.146104,52.187421
POINT(0.131193 52.19439),06/0552/FUL,0.83,156.0,,2007-08-03,permissioned,"Betjeman House Broadcasting House Botanic House and Public Houses at 106 -108, Hills Road, Cambridge, CB2",0.131193,52.19439
POINT(0.063245 52.272411),17SC0009b,176.5,3500.0,,2007-07-19,not-permissioned,"Northstowe, Longstanton Road, Cambridgeshire",0.063245,52.272411
POINT(0.034437 52.267471),17SC0009,1380.9,10000.0,,2007-07-19,permissioned,"Northstowe, Longstanton Road, Cambridgeshire",0.034437,52.267471
POINT(0.065849 52.26952),S/NorthstoweAAP/Phase3,150.33,3500.0,,2007-07-19,not-permissioned,"Nothstowe Phase 3 - Land at, Oakington Barracks, Ramptoon Road, Longstanton, Cambridge CB4",0.065849,52.26952
POINT(0.133946 52.215106),5.18,0.6,23.0,,2005-05-20,permissioned,Sandy Lane,0.133946,52.215106
POINT(0.120602 52.213806),C/LocalPlan/R4,0.77,48.0,,2003-06-01,not-permissioned,"Housing allocation at, Henry Giles House, Chesterton Road, Cambridge, CB4",0.120602,52.213806
POINT(0.155374 52.187917),C/LocalPlan/R7,2.79,123.0,,2003-06-01,not-permissioned,"Housing allocation at, The Paddocks Trading Estate, Cherry Hinton Road, Cambridge, CB1",0.155374,52.187917
POINT(0.145937 52.229812),C/LocalPlan/M1,2.4,95.0,,2003-06-01,not-permissioned,"Housing allocation at, 379--381 Milton Road, Cambridge, CB4",0.145937,52.229812
POINT(0.130545 52.203484),C/LocalPlan/M4,0.95,50.0,,2001-03-01,not-permissioned,"Housing Allocation, Land at Parkside Police Station and Fire and Rescue Station, Parkside, Cambridge, CB1",0.130545,52.203484
POINT(0.109797 52.218693),C/LocalPlan/R2,1.46,78.0,,2001-03-01,not-permissioned,"Housing allocation at, Willowcroft, Histon Road, Cambridge, CB4",0.109797,52.218693
POINT(0.139519 52.198061),C/LocalPlan/R9,1.22,43.0,,2001-03-01,not-permissioned,"Housing Allocation, Land at Travis Perkins, Devonshire Road, Cambridge, CB1",0.139519,52.198061
POINT(0.26369 52.400857),BLR1003,0.604838,0.0,,,not-permissioned,"The Grange, Nutholt Lane, Ely CB7 4EE",0.26369,52.400857
POINT(0.264088 52.401585),BLR1035,0.34,30.0,,,not-permissioned,"Police/ Abulance Station, Nutholt Lane, Ely, CB7 4PL",0.264088,52.401585
POINT(0.266782 52.401947),BLR1004,1.04,0.0,,,not-permissioned,"Paradise Leisure Centre, Newnham St, Ely CB7 4PQ",0.266782,52.401947
POINT(0.267678 52.400635),BLR1034,0.85,20.0,,,not-permissioned,"Waitrose Car Park area, Brays Lane, Ely, CB7 4QJ",0.267678,52.400635
POINT(0.264904 52.391804),BLR1005,11.41,0.0,,,not-permissioned,"Station Gateway, Angel Drove, Ely",0.264904,52.391804
POINT(0.276119 52.413166),BLR1006,4.03,0.0,,,not-permissioned,"Princess of Wales Hospital, Lynn Road, Ely CB6 1DN",0.276119,52.413166
POINT(0.328803 52.335567),BLR2304,4.12,0.0,,,not-permissioned,Station Rd Soham Ely CB7 5DZ,0.328803,52.335567
POINT(0.203519 52.457664),BLR1612,0.89,10.0,,,not-permissioned,Land North-East of Straight Furlong Pymore CB6 2EU,0.203519,52.457664
POINT(0.191843 52.28055),18SC0011,292.2,5100.0,,,pending-decision,"Waterbeach Barracks and Airfield Site, Waterbeach, Cambridgeshire",0.191843,52.28055
POINT(0.26369 52.400857),Site/10/11,0.61,10.0,,,not-permissioned,"The Grange, Nutholt Lane, Ely CB7 4EE",0.26369,52.400857
POINT(0.266782 52.401948),Site/10/12,1.0,50.0,,,not-permissioned,"Paradise Leisure Centre, Newnham St, Ely CB7 4PQ",0.266782,52.401948
POINT(0.264904 52.391802),Site/10/19,11.41,100.0,,,not-permissioned,"Station Gateway, Angel Drove, Ely",0.264904,52.391802
POINT(0.276119 52.413165),Site/10/28,4.03,77.0,,,not-permissioned,"Princess of Wales Hospital, Lynn Road, Ely CB6 1DN",0.276119,52.413165
POINT(0.38102 52.308731),Site/11/09,8.66,150.0,,,pending-decision,"Scotsdale Garden Centre, Market Street, Fordham, CB7 5LQ",0.38102,52.308731
POINT(0.316207 52.459791),Site/18/01,1.75,50.0,,,pending-decision,"Station Road, Littleport, Ely CB6 1JL",0.316207,52.459791
POINT(0.351475 52.335573),Site/23/38,1.34,41.0,,,not-permissioned,"Eastern Gateway, East Fen Common, Soham, Ely CB7 5JJ",0.351475,52.335573
POINT(0.328803 52.335567),Site/23/40,4.12,90.0,,,pending-decision,"Station Rd, Soham, Ely CB7 5DZ",0.328803,52.335567
POINT(0.282041 52.237875),Site/27/06,0.52,12.0,,,pending-decision,"Hillside Mill, Quarry Ln, Swaffham Bulbeck, Cambridge CB25 0LU",0.282041,52.237875
POINT(0.145415 52.229895),5.04,2.41,95.0,,,not-permissioned,379-381 Milton Road,0.145415,52.229895
POINT(0.120327 52.181205),5.06,1.67,55.0,,,not-permissioned,"British Telecom Site, Long Road",0.120327,52.181205
POINT(0.10976 52.218789),5.07,1.47,78.0,,,permissioned,"Willowcroft, Histon Road",0.10976,52.218789
POINT(0.130561 52.20349),5.12,0.48,50.0,,,not-permissioned,"Land at Parkside Police Station, Parkside",0.130561,52.20349
POINT(0.144943 52.201551),5.14,0.8,28.0,,,pending-decision,"Ridgeons, Cavendish Road",0.144943,52.201551
POINT(0.120492 52.213808),5.15,0.77,48.0,,,not-permissioned,Henry Giles House Chesterton Road,0.120492,52.213808
POINT(0.159002 52.231908),9.04,52.64,440.0,,,not-permissioned,Cambridge Northern Fringe East,0.159002,52.231908
POINT(0.312958 52.34704),BLR2306,0.87,,,,permissioned,20 The Cotes Soham Ely Cambridgeshire CB7 5EP,0.312958,52.34704
POINT(0.337953 52.33409),BLR2307,0.15,,,,permissioned,5A White Hart Lane Soham Ely Cambridgeshire CB7 5JQ,0.337953,52.33409
POINT(0.337462 52.33413),BLR2341,0.03,,,,permissioned,Lloyds TSB Bank Plc 8 Churchgate Street Soham Ely Cambridgeshire CB7 5DR,0.337462,52.33413
POINT(0.141972 52.391856),BLR2343,1.132,,,,permissioned,1 Brook Dam Lane Soham Ely Cambridgeshire CB7 5HZ,0.141972,52.391856
POINT(0.223897 52.346313),BLR2510,0.9,,,,permissioned,Land Formerly 21 Newmarket Road Stretham Cambridgeshire CB6 3JF,0.223897,52.346313
POINT(0.253725 52.328587),BLR3120,13832.0,,,,permissioned,Dimmocks Cote 46 Stretham Road Wicken Ely Cambridgeshire CB7 5XL,0.253725,52.328587
POINT(0.307301 52.310436),BLR3121,0.56,,,,permissioned,Land Adjacent To 14 Church Road Wicken Cambridgeshire,0.307301,52.310436
POINT(0.176245 52.348347),BLR3210,0.37,,,,permissioned,Land South West Of 21 Twentypence Road Wilburton Cambridgeshire,0.176245,52.348347
POINT(0.185024 52.346203),BLR3211,0.63,,,,permissioned,Mitchells Farm Millfield Lane Wilburton Ely Cambridgeshire CB6 3SD,0.185024,52.346203
POINT(0.450623 52.21363),BLR3501,0.29,,,,permissioned,Saxon Hall 11 The Street Saxon Street Newmarket Suffolk CB8 9SX,0.450623,52.21363
POINT(0.16786 52.33128),BLR4201,0.46,,,,permissioned,Springfield House Twentypence Road Wilburton Ely Cambridgeshire CB6 3PX,0.16786,52.33128
POINT(0.457917 52.219817),BRL0607,0.3138,,,,permissioned,Glebe Stud Park Road Cheveley Suffolk CB8 9DF,0.457917,52.219817
POINT(0.259326 52.40254),BLR1042,0.28,,,,pending-decision,Balagowan 34 Downham Road Ely Cambridgeshire CB6 1BL,0.259326,52.40254
POINT(0.165265 52.344704),BLR3212,0.57,,,,pending-decision,Land At Mingay Farm Twentypence Road Wilburton Cambridgeshire,0.165265,52.344704
